Flow_Duration,Total_Fwd_Packets,Total_Backward_Packets,Total_Length_of_Fwd_Packets,Total_Length_of_Bwd_Packets,Fwd_Packet_Length_Max,Fwd_Packet_Length_Min,Fwd_Packet_Length_Mean,Fwd_Packet_Length_Std,Bwd_Packet_Length_Max,Bwd_Packet_Length_Min,Bwd_Packet_Length_Mean,Bwd_Packet_Length_Std,Flow_Bytes_Sec,Flow_Packets_Sec,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Total,Fwd_IAT_Mean,Fwd_IAT_Std,Fwd_IAT_Max,Fwd_IAT_Min,Bwd_IAT_Total,Bwd_IAT_Mean,Bwd_IAT_Std,Bwd_IAT_Max,Bwd_IAT_Min,Fwd_PSH_Flags,Bwd_PSH_Flags,Fwd_URG_Flags,Bwd_URG_Flags,Fwd_Header_Length,Bwd_Header_Length,Fwd_Packets_Sec,Bwd_Packets_Sec,Min_Packet_Length,Max_Packet_Length,Packet_Length_Mean,Packet_Length_Std,Packet_Length_Variance,FIN_Flag_Count,SYN_Flag_Count,RST_Flag_Count,PSH_Flag_Count,ACK_Flag_Count,URG_Flag_Count,CWE_Flag_Count,ECE_Flag_Count,Down_Up_Ratio,Average_Packet_Size,Avg_Fwd_Segment_Size,Avg_Bwd_Segment_Size,Fwd_Avg_Bytes_Bulk,Fwd_Avg_Packets_Bulk,Fwd_Avg_Bulk_Rate,Bwd_Avg_Bytes_Bulk,Bwd_Avg_Packets_Bulk,Bwd_Avg_Bulk_Rate,Subflow_Fwd_Packets,Subflow_Fwd_Bytes,Subflow_Bwd_Packets,Subflow_Bwd_Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active_Mean,Active_Std,Active_Max,Active_Min,Idle_Mean,Idle_Std,Idle_Max,Idle_Min,Label
30876,1,1,60,115,60,60,60,0,115,115,115,0,242268,217085,30876,0,30876,30876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,32.38761498,32.38761498,60,115,78.33333333,31.75426481,1008.333333,0,0,0,0,0,0,0,0,1,117.5,60,115,0,0,0,0,0,0,1,60,1,115,-1,-1,0,20,0,0,0,0,0,0,0,0,0
28206,2,1,0,0,0,0,0,0,0,0,0,0,2,92001,14103,19872.52898,28155,51,28206,28206,0,28206,28206,0,0,0,0,0,0,0,0,0,64,32,70.90689924,35.45344962,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,144,321,0,32,0,0,0,0,0,0,0,0,0
2999547,3,0,150,0,50,50,50,0,0,0,0,0,223098,69019,1499773.5,447.5985925,1500090,1499457,2999547,1499773.5,447.5985925,1500090,1499457,0,0,0,0,0,0,0,0,0,84,0,1.000151023,0,50,50,50,0,0,0,0,0,0,0,0,0,0,0,66.66666667,50,0,0,0,0,0,0,0,3,150,0,0,-1,-1,2,20,0,0,0,0,0,0,0,0,0
15,1,1,6,6,6,6,6,0,6,6,6,0,294431,106909,15,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,66666.66667,66666.66667,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,0,0,0,0,0,0,1,6,1,6,58,229,0,20,0,0,0,0,0,0,0,0,0
60393,1,1,52,113,52,52,52,0,113,113,113,0,137098,173418,60393,0,60393,60393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,16.55821039,16.55821039,52,113,72.33333333,35.21836642,1240.333333,0,0,0,0,0,0,0,0,1,108.5,52,113,0,0,0,0,0,0,1,52,1,113,-1,-1,0,32,0,0,0,0,0,0,0,0,0
2,2,0,14,0,14,0,7,9.899494937,0,0,0,0,273740,89818,2,0,2,2,2,2,0,2,2,0,0,0,0,0,1,0,0,0,64,0,1000000,0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14,7,0,0,0,0,0,0,0,2,14,0,0,227,-1,0,32,0,0,0,0,0,0,0,0,0
138440,1,1,41,57,41,41,41,0,57,57,57,0,274820,108966,138440,0,138440,138440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,7.223345854,7.223345854,41,57,46.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,69.5,41,57,0,0,0,0,0,0,1,41,1,57,-1,-1,0,20,0,0,0,0,0,0,0,0,0
157,2,2,86,142,43,43,43,0,71,71,71,0,56628,155381,52.33333333,51.08163401,105,3,3,3,0,3,3,49,49,0,49,49,0,0,0,0,40,40,12738.8535,12738.8535,43,71,54.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,67.75,43,71,0,0,0,0,0,0,2,86,2,142,-1,-1,1,20,0,0,0,0,0,0,0,0,0
30,1,1,6,6,6,6,6,0,6,6,6,0,190985,219947,30,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,33333.33333,33333.33333,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,0,0,0,0,0,0,1,6,1,6,360,258,0,20,0,0,0,0,0,0,0,0,0
5244166,2,2,112,263,69,43,56,18.38477631,165,98,131.5,47.37615434,275418,62522,1748055.333,2974738.951,5182988,30495,5213671,5213671,0,5213671,5213671,5213483,5213483,0,5213483,5213483,0,0,0,0,40,40,0.381376181,0.381376181,43,165,83.6,50.85076204,2585.8,0,0,0,0,0,0,0,0,1,104.5,56,131.5,0,0,0,0,0,0,2,112,2,263,-1,-1,1,20,30683,0,30683,30683,5182988,0,5182988,5182988,0
32547,2,2,58,210,29,29,29,0,105,105,105,0,298717,100710,10849,18707.01475,32450,48,49,49,0,49,49,48,48,0,48,48,0,0,0,0,64,40,61.44959597,61.44959597,29,105,59.4,41.62691437,1732.8,0,0,0,0,0,0,0,0,1,74.25,29,105,0,0,0,0,0,0,2,58,2,210,-1,-1,1,32,0,0,0,0,0,0,0,0,0
128,1,1,0,0,0,0,0,0,0,0,0,0,2,114473,128,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,7812.5,7812.5,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,290,243,0,32,0,0,0,0,0,0,0,0,0
90,2,0,12,0,6,6,6,0,0,0,0,0,44805,149417,90,0,90,90,90,90,0,90,90,0,0,0,0,0,0,0,0,0,40,0,22222.22222,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,0,0,0,0,0,0,2,12,0,0,16425,-1,1,20,0,0,0,0,0,0,0,0,0
293165,15,11,976,7408,469,0,65.06666667,134.3489415,1586,0,673.4545455,745.2994517,142423,238383,11726.6,24810.32942,93675,0,293165,20940.35714,30702.49877,94014,0,233583,23358.3,38713.49199,96574,1,0,0,0,0,492,360,51.16572579,37.52153224,0,1586,310.5185185,563.5217811,317556.7977,0,0,0,1,0,0,0,0,0,322.4615385,65.06666667,673.4545455,0,0,0,0,0,0,15,976,11,7408,65535,357,6,32,0,0,0,0,0,0,0,0,0
76749,2,2,74,204,37,37,37,0,102,102,102,0,174723,202428,25583,44305.85966,76743,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,88,64,26.05897145,26.05897145,37,102,63,35.60196624,1267.5,0,0,0,0,0,0,0,0,1,78.75,37,102,0,0,0,0,0,0,2,74,2,204,-1,-1,1,44,0,0,0,0,0,0,0,0,0
168,2,2,82,146,41,41,41,0,73,73,73,0,46919,151720,56,56.42694392,116,4,4,4,0,4,4,48,48,0,48,48,0,0,0,0,64,64,11904.7619,11904.7619,41,73,53.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,67.25,41,73,0,0,0,0,0,0,2,82,2,146,-1,-1,1,32,0,0,0,0,0,0,0,0,0
113,2,0,12,0,6,6,6,0,0,0,0,0,14625,122035,113,0,113,113,113,113,0,113,113,0,0,0,0,0,0,0,0,0,40,0,17699.11504,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,0,0,0,0,0,0,2,12,0,0,63524,-1,1,20,0,0,0,0,0,0,0,0,0
23814,2,2,94,350,47,47,47,0,175,175,175,0,87095,118984,7938,13705.7357,23764,3,3,3,0,3,3,47,47,0,47,47,0,0,0,0,40,40,83.98421097,83.98421097,47,175,98.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,122.75,47,175,0,0,0,0,0,0,2,94,2,350,-1,-1,1,20,0,0,0,0,0,0,0,0,0
234,2,2,104,220,52,52,52,0,110,110,110,0,49420,121275,78,52.82991577,139,47,47,47,0,47,47,48,48,0,48,48,0,0,0,0,40,60,8547.008547,8547.008547,52,110,75.2,31.76790834,1009.2,0,0,0,0,0,0,0,0,1,94,52,110,0,0,0,0,0,0,2,104,2,220,-1,-1,1,20,0,0,0,0,0,0,0,0,0
115482436,16,14,638,345,554,0,39.875,137.108169,339,0,24.64285714,90.49233469,293718,20810,3982152.966,4870637.163,10011417,75,115482436,7698829.067,4140068.311,10034710,222,110510289,8500791.462,3722960.106,10034631,23594,0,0,0,0,332,424,0.138549208,0.121230557,0,554,31.70967742,114.1937516,13040.2129,0,0,0,1,0,0,0,0,0,32.76666667,39.875,24.64285714,0,0,0,0,0,0,16,638,14,345,8192,60,15,20,48338.63636,83004.67454,298607,23193,9998053.182,16611.48608,10011417,9949612,0
514,1,1,61,111,61,61,61,0,111,111,111,0,163608,180644,514,0,514,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1945.525292,1945.525292,61,111,77.66666667,28.86751346,833.3333333,0,0,0,0,0,0,0,0,1,116.5,61,111,0,0,0,0,0,0,1,61,1,111,-1,-1,0,20,0,0,0,0,0,0,0,0,0
60784,1,1,45,216,45,45,45,0,216,216,216,0,200359,172512,60784,0,60784,60784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,16.45169782,16.45169782,45,216,102,98.72689603,9747,0,0,0,0,0,0,0,0,1,153,45,216,0,0,0,0,0,0,1,45,1,216,-1,-1,0,32,0,0,0,0,0,0,0,0,0
3,2,0,12,0,6,6,6,0,0,0,0,0,190986,219948,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,40,0,666666.6667,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,0,0,0,0,0,0,2,12,0,0,194,-1,1,20,0,0,0,0,0,0,0,0,0
62255,2,2,90,260,45,45,45,0,130,130,130,0,241327,216459,20751.66667,35898.78076,62204,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,40,40,32.12593366,32.12593366,45,130,79,46.55641739,2167.5,0,0,0,0,0,0,0,0,1,98.75,45,130,0,0,0,0,0,0,2,90,2,260,-1,-1,1,20,0,0,0,0,0,0,0,0,0
48312,2,2,88,272,44,44,44,0,136,136,136,0,283216,233871,16104,27886.88403,48305,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,64,41.39758238,41.39758238,44,136,80.8,50.39047529,2539.2,0,0,0,0,0,0,0,0,1,101,44,136,0,0,0,0,0,0,2,88,2,272,-1,-1,1,20,0,0,0,0,0,0,0,0,0
6789,2,0,0,0,0,0,0,0,0,0,0,0,2,162583,6789,0,6789,6789,6789,6789,0,6789,6789,0,0,0,0,0,0,0,0,0,64,0,294.5941965,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,422,-1,0,32,0,0,0,0,0,0,0,0,0
225757,1,1,6,31,6,6,6,0,31,31,31,0,72635,231244,225757,0,225757,225757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,4.429541498,4.429541498,6,31,14.33333333,14.43375673,208.3333333,1,0,0,0,0,0,0,0,1,21.5,6,31,0,0,0,0,0,0,1,6,1,31,0,939,0,20,0,0,0,0,0,0,0,0,0
28,1,1,6,6,6,6,6,0,6,6,6,0,200145,224588,28,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,35714.28571,35714.28571,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,0,0,0,0,0,0,1,6,1,6,119,256,0,20,0,0,0,0,0,0,0,0,0
683980,3,0,18,0,6,6,6,0,0,0,0,0,131223,183555,341990,483417.7936,683818,162,683980,341990,483417.7936,683818,162,0,0,0,0,0,0,0,0,0,60,0,4.386093161,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,8,6,0,0,0,0,0,0,0,3,18,0,0,253,-1,2,20,0,0,0,0,0,0,0,0,0
88,1,1,6,6,6,6,6,0,6,6,6,0,47557,149762,88,0,88,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,11363.63636,11363.63636,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,0,0,0,0,0,0,1,6,1,6,240,253,0,20,0,0,0,0,0,0,0,0,0
5024618,2,1,0,0,0,0,0,0,0,0,0,0,2,53161,2512309,3519962,5001298,23320,5024618,5024618,0,5024618,5024618,0,0,0,0,0,0,0,0,0,64,32,0.398040209,0.199020105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,329,1006,0,32,0,0,0,0,0,0,0,0,0
81,1,1,0,0,0,0,0,0,0,0,0,0,2,153457,81,0,81,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,12345.67901,12345.67901,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,235,33304,0,32,0,0,0,0,0,0,0,0,0
175,3,0,58,0,46,6,19.33333333,23.09401077,0,0,0,0,162533,121424,87.5,50.20458146,123,52,175,87.5,50.20458146,123,52,0,0,0,0,0,0,0,0,0,60,0,17142.85714,0,6,46,16,20,400,0,0,0,0,1,0,0,0,0,21.33333333,19.33333333,0,0,0,0,0,0,0,3,58,0,0,255,-1,2,20,0,0,0,0,0,0,0,0,0
55,1,1,0,0,0,0,0,0,0,0,0,0,2,178103,55,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,18181.81818,18181.81818,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,123,298,0,32,0,0,0,0,0,0,0,0,0
119158629,18,16,862,1358,414,0,47.88888889,123.388382,671,0,84.875,216.9991935,83402,24969,3610867.545,4693391.795,10037600,49,119158629,7009331.118,4364765.641,10060506,22829,113646504,7576433.6,4269108.413,10060694,49,0,0,0,0,372,328,0.15105914,0.134274791,0,671,63.42857143,169.8510222,28849.36975,0,0,0,1,0,0,0,0,0,65.29411765,47.88888889,84.875,0,0,0,0,0,0,18,862,16,1358,8192,4912,17,20,346277.3636,1072184.465,3579035,22684,9985221.909,68789.8034,10037600,9780471,0
150,2,2,76,108,38,38,38,0,54,54,54,0,33956,157345,50,47.50789408,98,3,3,3,0,3,3,49,49,0,49,49,0,0,0,0,64,64,13333.33333,13333.33333,38,54,44.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,55.5,38,54,0,0,0,0,0,0,2,76,2,108,-1,-1,1,32,0,0,0,0,0,0,0,0,0
23,1,1,6,6,6,6,6,0,6,6,6,0,230032,237572,23,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,43478.26087,43478.26087,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,0,0,0,0,0,0,1,6,1,6,913,256,0,20,0,0,0,0,0,0,0,0,0
67,1,1,0,0,0,0,0,0,0,0,0,0,2,162744,67,0,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,14925.37313,14925.37313,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,123,338,0,32,0,0,0,0,0,0,0,0,0
22624209,30,28,1064,34482,378,0,35.46666667,97.801958,2896,0,1231.5,641.239396,67864,136357,396915.9474,1805575.773,10002442,8,22624209,780145.1379,2495017.326,10002442,167,13312719,493063.6667,1954098.651,10024465,50,0,0,0,0,968,904,1.32601321,1.237612329,0,2896,602.4745763,748.1727708,559762.495,0,0,0,1,0,0,0,0,0,612.862069,35.46666667,1231.5,0,0,0,0,0,0,30,1064,28,34482,29200,130,4,32,3310438,0,3310438,3310438,10002442,0,10002442,10002442,0
142146,11,6,1633,1375,1368,0,148.4545455,406.6512913,1237,0,229.1666667,496.8116008,109052,98108,8884.125,14129.6961,36402,3,142146,14214.6,19811.47713,52379,3,97786,19557.2,19932.44638,43610,438,0,0,0,0,364,200,77.38522364,42.21012199,0,1368,167.1111111,416.0473515,173095.3987,0,0,0,1,0,0,0,0,0,176.9411765,148.4545455,229.1666667,0,0,0,0,0,0,11,1633,6,1375,65535,362,6,32,0,0,0,0,0,0,0,0,0
70,1,1,0,0,0,0,0,0,0,0,0,0,2,160994,70,0,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,14285.71429,14285.71429,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,117,33304,0,32,0,0,0,0,0,0,0,0,0
30785,2,2,94,256,47,47,47,0,128,128,128,0,23395,104163,10261.66667,17767.66587,30778,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,40,64.96670456,64.96670456,47,128,79.4,44.36552716,1968.3,0,0,0,0,0,0,0,0,1,99.25,47,128,0,0,0,0,0,0,2,94,2,256,-1,-1,1,32,0,0,0,0,0,0,0,0,0
148,2,2,140,204,70,70,70,0,102,102,102,0,119066,158670,49.33333333,79.38723659,141,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,13513.51351,13513.51351,70,102,82.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,103.5,70,102,0,0,0,0,0,0,2,140,2,204,-1,-1,1,20,0,0,0,0,0,0,0,0,0
23184,1,1,47,63,47,47,47,0,63,63,63,0,214684,237085,23184,0,23184,23184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,43.13319531,43.13319531,47,63,52.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,78.5,47,63,0,0,0,0,0,0,1,47,1,63,-1,-1,0,32,0,0,0,0,0,0,0,0,0
19,13,0,234,0,18,18,18,0,0,0,0,0,34470,221161,1.583333333,1.443375673,6,1,19,1.583333333,1.443375673,6,1,0,0,0,0,0,0,0,0,0,416,0,684210.5263,0,18,18,18,0,0,0,0,0,0,0,0,0,0,0,19.38461538,18,0,0,0,0,0,0,0,13,234,0,0,-1,-1,12,32,0,0,0,0,0,0,0,0,0
5049872,10,8,343,4728,186,0,34.3,66.3895072,1448,0,591,660.067529,6635,166251,297051.2941,1147814.513,4747023,3,5049872,561096.8889,1571079.879,4747023,3,283007,40429.57143,84795.98763,227924,48,0,0,0,0,328,264,1.980248212,1.58419857,0,1448,266.8947368,502.3324369,252337.8772,0,0,0,1,0,0,0,0,0,281.7222222,34.3,591,0,0,0,0,0,0,10,343,8,4728,29200,31,3,32,0,0,0,0,0,0,0,0,0
190,2,2,88,344,44,44,44,0,172,172,172,0,116551,147061,63.33333333,104.5003987,184,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,40,10526.31579,10526.31579,44,172,95.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,119,44,172,0,0,0,0,0,0,2,88,2,344,-1,-1,1,32,0,0,0,0,0,0,0,0,0
94,1,1,6,6,6,6,6,0,6,6,6,0,38713,147200,94,0,94,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10638.29787,10638.29787,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,0,0,0,0,0,0,1,6,1,6,335,258,0,20,0,0,0,0,0,0,0,0,0
149,2,2,72,208,36,36,36,0,104,104,104,0,87828,157424,49.66666667,79.96457549,142,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,13422.81879,13422.81879,36,104,63.2,37.24513391,1387.2,0,0,0,0,0,0,0,0,1,79,36,104,0,0,0,0,0,0,2,72,2,208,-1,-1,1,20,0,0,0,0,0,0,0,0,0
344022,7,14,1083,5701,708,0,154.7142857,259.182506,1336,0,407.2142857,578.755984,93121,213391,17201.1,29586.74548,98416,0,340276,56712.66667,44210.2319,98892,5347,258132,19856.30769,32140.42624,103830,0,0,0,0,0,152,288,20.34753591,40.69507183,0,1336,308.3636364,495.4391554,245459.9567,0,0,0,1,0,0,0,0,2,323.047619,154.7142857,407.2142857,0,0,0,0,0,0,7,1083,14,5701,8192,23232,6,20,0,0,0,0,0,0,0,0,0
60879,4,2,104,308,26,26,26,0,154,154,154,0,267981,245000,12175.8,16667.84462,30610,3,30265,10088.33333,17467.44373,30258,3,4,4,0,4,4,0,0,0,0,104,64,65.70410158,32.85205079,26,154,62.57142857,62.45760467,3900.952381,0,0,0,0,0,0,0,0,0,73,26,154,0,0,0,0,0,0,4,104,2,308,-1,-1,3,20,0,0,0,0,0,0,0,0,0
84,2,0,12,0,6,6,6,0,0,0,0,0,54226,151720,84,0,84,84,84,84,0,84,84,0,0,0,0,0,0,0,0,0,40,0,23809.52381,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,0,0,0,0,0,0,2,12,0,0,252,-1,1,20,0,0,0,0,0,0,0,0,0
30639,1,1,57,96,57,57,57,0,96,96,96,0,221559,217812,30639,0,30639,30639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,20,32.63814093,32.63814093,57,96,70,22.5166605,507,0,0,0,0,0,0,0,0,1,105,57,96,0,0,0,0,0,0,1,57,1,96,-1,-1,0,44,0,0,0,0,0,0,0,0,0
49,2,0,12,0,6,6,6,0,0,0,0,0,124576,186411,49,0,49,49,49,49,0,49,49,0,0,0,0,0,0,0,0,0,40,0,40816.32653,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,0,0,0,0,0,0,2,12,0,0,30,-1,1,20,0,0,0,0,0,0,0,0,0
67,1,3,0,18,0,0,0,0,6,6,6,0,134866,210860,22.33333333,35.2325607,63,1,0,0,0,0,0,4,2,1.414213562,3,1,0,0,0,0,32,60,14925.37313,44776.1194,0,6,3.6,3.286335345,10.8,0,0,0,0,1,0,0,0,3,4.5,0,6,0,0,0,0,0,0,1,0,3,18,972,0,0,32,0,0,0,0,0,0,0,0,0
31819,2,2,60,344,30,30,30,0,172,172,172,0,37966,102162,10606.33333,18366.37815,31814,1,1,1,0,1,1,4,4,0,4,4,0,0,0,0,64,64,62.85552657,62.85552657,30,172,86.8,77.77660317,6049.2,0,0,0,0,0,0,0,0,1,108.5,30,172,0,0,0,0,0,0,2,60,2,344,-1,-1,1,32,0,0,0,0,0,0,0,0,0
114796035,40,20,8060,1440,403,0,201.5,204.0669825,72,72,72,0,298157,49970,1945695.508,5102548.315,16421888,3,114796035,2943488.077,6060105.37,16421888,3,114795648,6041876.211,7601019.228,16422290,3,1,0,0,0,1280,640,0.34844409,0.174222045,0,403,162.3442623,178.2588834,31776.22951,0,1,0,0,1,0,0,0,0,165.05,201.5,72,0,0,0,0,0,0,40,8060,20,1440,299,2079,19,32,325312.5714,859566.4269,2274626,400,15654333.71,840414.7862,16421888,14142218,0
197,2,2,78,110,39,39,39,0,55,55,55,0,320136,144072,65.66666667,72.45228315,145,3,49,49,0,49,49,3,3,0,3,3,0,0,0,0,40,40,10152.28426,10152.28426,39,55,45.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,56.75,39,55,0,0,0,0,0,0,2,78,2,110,-1,-1,1,20,0,0,0,0,0,0,0,0,0
31,1,1,0,0,0,0,0,0,0,0,0,0,2,217421,31,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,32258.06452,32258.06452,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,122,33304,0,32,0,0,0,0,0,0,0,0,0
196,2,2,136,392,68,68,68,0,196,196,196,0,135152,144176,65.33333333,107.9645003,190,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,10204.08163,10204.08163,68,196,119.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,149,68,196,0,0,0,0,0,0,2,136,2,392,-1,-1,1,20,0,0,0,0,0,0,0,0,0
29,1,1,0,0,0,0,0,0,0,0,0,0,2,221199,29,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,34482.75862,34482.75862,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,147,5287,0,32,0,0,0,0,0,0,0,0,0
119274563,2,2,86,223,43,43,43,0,164,59,111.5,74.24621202,99810,1347,39758187.67,68783196.93,119182165,941,119273622,119273622,0,119273622,119273622,119183106,119183106,0,119183106,119183106,0,0,0,0,64,64,0.016768035,0.016768035,43,164,70.4,52.78067828,2785.8,0,0,0,0,0,0,0,0,1,88,43,111.5,0,0,0,0,0,0,2,86,2,223,-1,-1,1,32,91457,0,91457,91457,119182165,0,119182165,119182165,0
68040,2,2,88,344,44,44,44,0,172,172,172,0,259637,209832,22680,39277.71616,68034,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,29.39447384,29.39447384,44,172,95.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,119,44,172,0,0,0,0,0,0,2,88,2,344,-1,-1,1,20,0,0,0,0,0,0,0,0,0
176,2,2,78,160,39,39,39,0,80,80,80,0,46583,149762,58.66666667,95.55277774,169,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,64,11363.63636,11363.63636,39,80,55.4,22.45662486,504.3,0,0,0,0,0,0,0,0,1,69.25,39,80,0,0,0,0,0,0,2,78,2,160,-1,-1,1,32,0,0,0,0,0,0,0,0,0
11375,2,1,44,6,38,6,22,22.627417,6,6,6,0,203754,157206,5687.5,7982.528453,11332,43,11375,11375,0,11375,11375,0,0,0,0,0,1,0,0,0,40,20,175.8241758,87.91208791,6,38,22,18.47520861,341.3333333,0,1,0,0,1,0,0,0,0,29.33333333,22,6,0,0,0,0,0,0,2,44,1,6,31,0,1,20,0,0,0,0,0,0,0,0,0
172,2,2,78,110,39,39,39,0,55,55,55,0,18179,151369,57.33333333,58.56051002,120,4,48,48,0,48,48,4,4,0,4,4,0,0,0,0,40,40,11627.90698,11627.90698,39,55,45.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,56.75,39,55,0,0,0,0,0,0,2,78,2,110,-1,-1,1,20,0,0,0,0,0,0,0,0,0
103,1,1,6,6,6,6,6,0,6,6,6,0,26188,127637,103,0,103,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,9708.737864,9708.737864,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,0,0,0,0,0,0,1,6,1,6,114,256,0,20,0,0,0,0,0,0,0,0,0
227053,19,23,865,21816,240,0,45.52631579,72.14904975,1430,0,948.5217391,638.6509838,326010,124415,5537.878049,10032.81462,37718,1,227053,12614.05556,14537.95815,52122,3,179234,8147,16033.16618,56640,1,0,0,0,0,392,472,83.6809027,101.2979348,0,1430,527.4651163,651.6616983,424662.969,0,0,0,1,0,0,0,0,1,540.0238095,45.52631579,948.5217391,0,0,0,0,0,0,19,865,23,21816,8192,360,18,20,0,0,0,0,0,0,0,0,0
59,1,1,6,6,6,6,6,0,6,6,6,0,104288,175191,59,0,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,16949.15254,16949.15254,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,0,0,0,0,0,0,1,6,1,6,119,255,0,20,0,0,0,0,0,0,0,0,0
790791,1,1,48,99,48,48,48,0,99,99,99,0,86335,135810,790791,0,790791,790791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,1.264556628,1.264556628,48,99,65,29.44486373,867,0,0,0,0,0,0,0,0,1,97.5,48,99,0,0,0,0,0,0,1,48,1,99,-1,-1,0,32,0,0,0,0,0,0,0,0,0
